CVR;Regnskabsår;Påtale (y/n);Antal påtaler;Kontrolår;Revisionsvirksomhed;CVR_Rev_VK;MNE 1
17282476;2014/15;0;0;2015;Tommy Larsen v/Tommy Larsen;98727558;mne730
17283286;2014;0;0;2015;ARIES (tidl. AGENDA REVISION GODKENDT REVISIONSAKTIESELSKAB);26454123;mne29384
17284592;2014/15;0;0;2016;MOGENS KIBSGAARD. STATSAUTORISERETREVISIONSANPARTSSELSKAB;67425618;mne8311
17325744;2013;0;0;2014;REVISIONSKONTORET JYTTE AAGESEN REGISTRERET REVISIONSAKTIESELSKAB;26670330;mne17313
17348906;2012/13;0;0;2014;GRANT THORNTON,STATSAUTORISERET REVISIONSPARTNERSELSKAB;34209936;mne18499
17412612;2015;0;0;2016;KPMG, Statsautoriseret Revisionspartnerselskab;25578198;mne10488
17444387;2012/13;1;3;2014;REVISION- OG REGNSKABSKONTORET ApSREGISTREREDE REVISORER;28902867;mne28607
17455540;2013;0;0;2014;BDO Statsautoriseret Revisionsaktieselskab (2012);20222670;mne6392
17533533;2014/15;0;0;2016;Deloitte, Statsautoriseret Revisionspartnerselskab;33963556;mne34499
17554794;2014;0;0;2015;PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab ;33771231;mne17120
17555596;2013;1;2;2014;BEIERHOLM, STATSAUTORISERET REVISIONSPARTNERSELSKAB;32895468;mne9371
17556479;2014/15;0;0;2015;JENSEN Regnskab & Rådgivning, statsautoriseret revisionsvirksomhed;26776279;mne9938
17561928;2013/14;0;0;2015;Multi Revision I/S;31929342;mne33698
17590685;2013;0;0;2014;N.K. MORTENSEN A/S REGISTREREDE REVISORER;66090116;mne1133
17608509;2013;0;0;2014;BEIERHOLM, STATSAUTORISERET REVISIONSPARTNERSELSKAB;32895468;mne10409
17612492;2015/16;0;0;2016;Deloitte, Statsautoriseret Revisionspartnerselskab;33963556;mne10843
17616617;2015;1;2;2016;Deloitte, Statsautoriseret Revisionspartnerselskab;33963556;mne16549
17643231;2012/13;0;0;2014;PRO REVISION I/S;26385563;mne7594
17689800;2012/13;0;0;2014;BEIERHOLM, STATSAUTORISERET REVISIONSPARTNERSELSKAB;32895468;mne29479
17710788;2013;1;2;2014;REVISIONSHUSET I HOLBÆK ApS;87948412;mne15627
17793489;2014;1;3;2015;Ernst & Young P/S   ( Inkl. Ernst & Young Grønland);30700228;mne9383
17798170;2012/13;1;1;2014;GRANT THORNTON,STATSAUTORISERET REVISIONSPARTNERSELSKAB;34209936;mne10886
17874233;2012/13;0;0;2015;REVISIONSAFDELING GODKENDT REVISIONSAKTIESELSKAB;32335780;mne34440
17879545;2013;1;3;2014;Bendt Stendahl;86046717;mne1480
17891685;2014;1;2;2015;Ernst & Young P/S   ( Inkl. Ernst & Young Grønland);30700228;mne33192
17896172;2013;1;2;2014;OBSEN & NIELSEN A/S;26399610;mne1287
17912828;2014;1;1;2015;PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab ;33771231;mne26804
17914774;2012;0;0;2015;Landbrugsrådgivning Syd I/S;30719131;mne5827
17947249;2012/13;1;1;2014;LØNBORG REVISION V/EBBE LØNBORG;10851947;mne916
17947702;2013;0;0;2014;GLB REVISION, STATSAUTORISEREDE REVISORER A/S;30821963;mne582
17952382;2014;0;0;2015;ANKER HØST REGISTRERET REVISIONSAKTIESELSKAB;31626536;mne87
17962043;2013/14;0;0;2015;E-REVISOR.COM GODKENDT REVISIONSPARTNERSELSKAB;36412143;mne32904
18050617;2013;1;2;2014;HENNING STUDSGAARD REVISION REGISTRERET REVISIONSAKTIESELSKAB;25121260;mne938
18060175;2014/15;0;0;2015;Toft Revision Registreret Revisionsfirma v/Kim Toft;20868546;mne16258
18062542;2012/13;0;0;2014;NV-REVISION, AULUM ApS, REGISTRERET REVISIONSSELSKAB;19290948;mne3441
18128209;2013/14;1;1;2014;W. KRAGH A/S, STATSAUTORISEREDE REVISORER;16206407;mne31483
18128594;2013/14;0;0;2014;Torben Langebæk;19697274;mne791
18139405;2013;1;4;2014;BEIERHOLM, STATSAUTORISERET REVISIONSPARTNERSELSKAB;32895468;mne8497
18155141;2014/15;0;0;2015;OBK REVISION REGISTRERET REVISOR ApS;68216214;mne718
18174545;2013;0;0;2014;AHJ REVISION REGISTRERET REVISOR ApS;27489559;mne5635
18226243;2015;0;0;2016;Deloitte, Statsautoriseret Revisionspartnerselskab;33963556;mne16613
18240084;2013;0;0;2014;DANREVI SØNDERSØ, GODKENDT REVISIONSAKTIESELSKAB;21576603;mne15927
18308436;2012/13;0;0;2014;PKF MUNKEBO VINDELEV, STATSAUTORISERET REVISIONSAKTIESELSKAB;14119299;mne34335
18314940;2013/14;0;0;2015;POMMERENCKE ApS;33878370;mne1171
18343290;2014;0;0;2015;DANSK REVISION HJØRRING REGISTRERET REVISIONSANPARTSSELSKAB;75938713;mne6824
18381672;2012;1;4;2014;Jørgen Gilling;18619407;mne5318
18390779;2014;0;0;2015;Aage & Povl Holm I/S;14759840;mne7731
18490730;2014;0;0;2015;DLBR REVISION, GODKENDT REVISIONSANPARTSSELSKAB;32451195;mne33755
18518643;2014;0;0;2015;BJ REGNSKAB, REGISTRERET REVISIONSANPARTSSELSKAB;32651674;mne2995
18530902;2013;0;0;2014;BDO Statsautoriseret Revisionsaktieselskab (2012);20222670;mne4679
18538830;2013;0;0;2014;JS REVISION, STATSAUTORISERET REVISIONSAKTIESELSKAB;30836081;mne8841
18630583;2013;1;6;2014;WYRWIK STATSAUTORISERET REVISIONSANPARTSSELSKAB;16563579;mne6247
18645181;2014;0;0;2015;ARIES (tidl. AGENDA REVISION GODKENDT REVISIONSAKTIESELSKAB);26454123;mne29384
18760436;2012;1;2;2014;BENNY JENSEN A/S,STATSAUTORISERET REVISIONSVIRKSOMHED;17937987;mne9414
18923173;2014;1;3;2015;Redmark Statsautoriseret Revisionspartnerselskab  ;29442789;mne32781
18936798;2013/14;0;0;2014;Axel Gram I/S;16645699;mne1166
18940590;2013;0;0;2014;BEIERHOLM, STATSAUTORISERET REVISIONSPARTNERSELSKAB;32895468;mne8156
18944200;2013;1;1;2014;BJARNE AAEN & CO. ApS, STATSAUTORISERET REVISIONSSELSKAB;16796107;mne2267
18960877;2014;0;0;2015;Revisor Team Nord;27226566;mne164
18971232;2013;1;3;2014;DANSK REVISION ÅRHUS, REGISTRERET REVISIONSAKTIESELSKAB;26717671;mne2427
19017834;2014;0;0;2015;LUNI REVISION I/S;17811371;mne3283
19056090;2014;0;0;2015;Burholt Revision;20833696;mne337
19089886;2013/14;1;2;2015;Revisorgården Holbæk;19720705;mne15937
19118991;2014;0;0;2015;ANDERSEN & VILLEMANN ØST STATSAUTORISERET REVISIONSPARTNERSELSKAB;33948794;mne34151
19179931;2013;0;0;2014;ROESGAARD & PARTNERS STATSAUTORISERET REVISIONSAKTIESELSKAB;25802063;mne33225
19188108;2013;0;0;2014;SØBY REVISORER A/S STATSAUTORISEREDE REVISORER;19125742;mne32904
19194302;2014;1;2;2015;DANSK REVISION HJØRRING REGISTRERET REVISIONSANPARTSSELSKAB;75938713;mne4367
19225097;2014;0;0;2015;ULLITS & WINTHER STATSAUTORISERET REVISIONSPARTNERSELSKAB;32093272;mne32066
19231097;2014;0;0;2015;LIDEGAARD REVISION & RÅDGIVNING REGISTRERET REVISIONSANPARTSSELSKAB;27096174;mne11194
19233391;2013;1;3;2014;Buller Tex Flemming Olsen registreret Revisions s.m.b.a.;32560164;mne4280
19248615;2014;0;0;2015;PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab ;33771231;mne10053
19272990;2013;0;0;2014;DANSK REVISION SØNDERBORG REGISTRERET REVISIONSANPARTSSELSKAB;30816471;mne345
19318109;2014;1;3;2015;Talsnedkeren v/Kurt Friborg Jensen;36279079;mne5883
19318281;2012/13;0;0;2015;BILLE & BUCH-ANDERSEN REGISTRERET REVISIONSAKTIESELSKAB;18282046;mne12316
19319296;2013/14;1;1;2015;BDO Statsautoriseret Revisionsaktieselskab ;20222670;mne6161
19338940;2013;0;0;2014;REVISIONSCENTRET HADERSLEV, REGISTREREDE REVISORER A/S;13976295;mne1461
19389006;2012/13;0;0;2014;JOOST & PARTNER REGISTRERET REVISIONSANPARTSSELSKAB;63778710;mne673
19421244;2013;1;5;2014;VENDELBO STATSAUTORISERET REVISIONSANPARTSSELSKAB;10110807;mne8900
19422674;2014;0;0;2015;ARIES (tidl. AGENDA REVISION GODKENDT REVISIONSAKTIESELSKAB);26454123;mne34263
19443736;2013;0;0;2014;REVISIONSKONTORET VEST, REGISTRERET REVISIONSAKTIESELSKAB;28312679;mne16000
19490904;2012;0;0;2014;BEIERHOLM, STATSAUTORISERET REVISIONSPARTNERSELSKAB;32895468;mne26695
19497283;2014;0;0;2015;ROBÆK GODKENDT REVISIONSAKTIESELSKAB;33946406;mne33766
19520730;2014;0;0;2015;LOU REVISION REGISTRERET REVISIONSAKTIESELSKAB;31579309;mne30250
19538494;2014/15;0;0;2015;ADVISOR-REVISION STATSAUTORISERET REVISIONSANPARTSSELSKAB;34213798;mne10047
19620174;2012;0;0;2015;Ernst & Young P/S   ( Inkl. Ernst & Young Grønland);30700228;mne16625
19640833;2012/13;0;0;2014;BDO Statsautoriseret Revisionsaktieselskab (2012);20222670;mne6392
19684180;2014;0;0;2015;BDO Statsautoriseret Revisionsaktieselskab ;20222670;mne2321
19688240;2013;1;4;2014;REVISIONSKONTORET I VIDEBÆK A/S;33750889;mne1831
19706737;2013;0;0;2014;HENRIK HANSEN REVISION ApS;10054192;mne434
19725499;2012/13;1;6;2014;BORREGAARD & MAAGAARD;18018594;mne266
19748189;2013;0;0;2014;REVISORHUSET HOLSTEBRO P/S;32341799;mne11122
19781631;2012/13;1;1;2014;CENTRUMREVISION ApS;10580609;mne2399
19816788;2013;0;0;2014;JOOST & PARTNER REGISTRERET REVISIONSANPARTSSELSKAB;63778710;mne673
19828131;2015;0;0;2016;Deloitte, Statsautoriseret Revisionspartnerselskab;33963556;mne30131
19868737;2014;1;1;2015;REVISION ROSENDAL;30427483;mne7646
19885275;2014/15;0;0;2015;Peter Kristensen;71698319;mne7377
19975347;2013;0;0;2014;REVISIONSKONTORET VEST, REGISTRERET REVISIONSAKTIESELSKAB;28312679;mne17897
19985695;2014;0;0;2015;BUCH&NØRGAARD;71344517;mne2445
19986047;2013;1;1;2014;K.E. Simonsen;19381102;mne8818
20002980;2013;0;0;2014;TØNDER REVISION, REGISTRERET REVISIONSAKTIESELSKAB;29142807;mne8329
20014482;2013/14;1;1;2015;Burholt Revision;20833696;mne337
20015888;2014;0;0;2015;MOMENTUM REVISION REGISTREREDE REVISORER ApS;35238050;mne34598
20027193;2014;0;0;2015;RAMSØ REVISIONSANPARTSSELSKAB;69061311;mne10922
20041234;2013;1;3;2014;KVIST & JENSEN, HADSUND, STATSAUTORISEREDE REVISORER A/S;29313075;mne31397
20046643;2013;0;0;2014;KVIST & JENSEN, HADSUND, STATSAUTORISEREDE REVISORER A/S;29313075;mne31397
20047593;2012/13;0;0;2014;DANSK REVISION ÅRHUS, REGISTRERET REVISIONSAKTIESELSKAB;26717671;mne29387
20052848;2012/13;0;0;2014;Østdansk Landboforening (tidl. Syd-Østsjællands Landboforening);20835400;mne166
20059702;2012;1;3;2014;DANREVI SØNDERSØ, GODKENDT REVISIONSAKTIESELSKAB;21576603;mne15927
20076844;2013;1;1;2014;HENRIK HANSEN REVISION ApS;10054192;mne10511
20081740;2013;0;0;2014;Verner Freundlich Larsen;91778750;mne862
20093005;2014;0;0;2015;BDO Statsautoriseret Revisionsaktieselskab ;20222670;mne32750
20121483;2014;1;1;2015;Redmark Statsautoriseret Revisionspartnerselskab  ;29442789;mne31488
20123494;2013;0;0;2014;BDO Statsautoriseret Revisionsaktieselskab (2012);20222670;mne9296
20124148;2013;0;0;2014;W. Bach Nørgaard v/Peter Krog Christoffersen;18192195;mne16030
20222670;2013;0;0;2014;Gert Olander, Statsautoriseret revisor;29048061;mne10189
20241411;2014;0;0;2015;NF PLUS REVISION GODKENDT REVISIONSANPARTSSELSKAB;36031719;mne17274
20251174;2013;1;8;2014;Revicom ApS (2010);39336316;mne2293
20267844;2013;0;0;2014;ADDERE REVISION STATSAUTORISERET REVISIONSPARTNERSELSKAB;34589992;mne9797
20286415;2013;0;0;2014;Østdansk Landboforening (tidl. Syd-Østsjællands Landboforening);20835400;mne2897
20298634;2014;0;0;2015;Sønderjysk Landboforening;47437113;mne3153
20300345;2014;0;0;2015;BDO Statsautoriseret Revisionsaktieselskab ;20222670;mne7952
20313005;2014;0;0;2015;DANSK REVISION HJØRRING REGISTRERET REVISIONSANPARTSSELSKAB;75938713;mne4367
20324112;2012;0;0;2014;ABM-Revision registreret revisionsvirksomhed v/Birgit Munksgaard;29234590;mne17376
20342781;2013;0;0;2014;Edelbo og Lund-Larsen Statsautoriseret Revisionspartnerselskab;32327249;mne30329
20420308;2013;0;0;2014;Michael Fræmohs;47808650;mne387
20439580;2013;1;1;2014;A4 REVISION ApS;29205043;mne6204
20457791;2014;0;0;2015;ROBÆK GODKENDT REVISIONSAKTIESELSKAB;33946406;mne28602
20510072;2013;0;0;2014;JBC Revision v/Jørgen Christensen;25979907;mne2938
20536373;2013;0;0;2015;TIMEVISION BRØNDBY GODKENDT REVISIONSAKTIESELSKAB;19000435;mne3792
20543094;2011/12;0;0;2014;OBSEN & NIELSEN A/S;26399610;mne518
20544848;2014;0;0;2015;Ernst & Young P/S   ( Inkl. Ernst & Young Grønland);30700228;mne28603
20547502;2014;0;0;2015;Aage & Povl Holm I/S;14759840;mne7731
20592796;2013;0;0;2014;BHS REVISION V/BJARNE HØI SØRENSEN;15772573;mne1520
20618876;2014;1;1;2015;DANSK REVISION HJØRRING REGISTRERET REVISIONSANPARTSSELSKAB;75938713;mne4367
20696206;2013;0;0;2014;AHJ REVISION REGISTRERET REVISOR ApS;27489559;mne5635
20760478;2013/14;0;0;2014;PKF MUNKEBO VINDELEV, STATSAUTORISERET REVISIONSAKTIESELSKAB;14119299;mne3644
20772689;2014;0;0;2014;KALLERMANN REVISION A/S STATSAUTORISERET REVISIONSFIRMA;30195264;mne8285
20787945;2013;0;0;2014;JOOST & PARTNER REGISTRERET REVISIONSANPARTSSELSKAB;63778710;mne29388
20792035;2013;1;1;2014;LANDBOTHY;41946717;mne16827
20819545;2013;1;4;2014;REVISIONSKONTORET I VIDEBÆK A/S;33750889;mne1831
20823097;2013;0;0;2014;ROESGAARD & PARTNERS STATSAUTORISERET REVISIONSAKTIESELSKAB;25802063;mne18618
20837608;2013;0;0;2014;KVIST & JENSEN, HADSUND, STATSAUTORISEREDE REVISORER A/S;29313075;mne31397
20853239;2013/14;0;0;2015;KOVSTED & SKOVGÅRD, REVISION & RÅDGIVNING, STATSAUTORISERET REVISIONSAKTIESELSKAB;31262089;mne32079
20892641;2014;0;0;2015;LIDEGAARD REVISION & RÅDGIVNING REGISTRERET REVISIONSANPARTSSELSKAB;27096174;mne4173
20896949;2013/14;0;0;2014;DVU STATSAUTORISERET REVISIONSAKTIESELSKAB;21860506;mne16627
20898194;2014;0;0;2015;SKATTEINFORM STATSAUTORISERET REVISIONSPARTNERSELSKAB;35394206;mne9880
20899999;2012;0;0;2015;TK REVISION GODKENDT REVISIONSANPARTSSELSKAB;30201795;mne7587
20900334;2013/14;1;2;2014;Revisionskontoret Iversen/ Hedegaard;10019699;mne474
20914181;2012/13;1;3;2015;REVISTO STATSAUTORISERET REVISIONSPARTNERSELSKAB;35465979;mne33731
20921897;2013;0;0;2014;BEIERHOLM, STATSAUTORISERET REVISIONSPARTNERSELSKAB;32895468;mne33690
20923245;2013;0;0;2014;LUND & Tjørring CHRISTIANSEN I/S (tidl. Lund & Christiansen);10623685;mne6614
20935189;2012/13;0;0;2014;NV-REVISION, AULUM ApS, REGISTRERET REVISIONSSELSKAB;19290948;mne270
20935677;2014;0;0;2015;BDO Statsautoriseret Revisionsaktieselskab ;20222670;mne21459
20943084;2013;0;0;2014;DANSK REVISION AALBORG REGISTRERET REVISIONSAKTIESELSKAB;17835998;mne268
20960981;2013;0;0;2014;Revision 1 - registrerede revisorer v/Erling Thomsen;91259850;mne17458
20968400;2013;0;0;2014;ADDERE REVISION STATSAUTORISERET REVISIONSPARTNERSELSKAB;34589992;mne9950
20973080;2014;0;0;2015;LERFELDT REVISION REGISTRERET REVISIONSANPARTSSELSKAB;20142146;mne11479
20976594;2012;0;0;2015;Hedelund, revision og rådgivning;36762454;mne19849
20995246;2014/15;0;0;2015;AC REVISION - REGISTRERET REVISIONSANPARTSSELSKAB;35050469;mne3029
21042943;2013;0;0;2015;Redmark Statsautoriseret Revisionspartnerselskab  ;29442789;mne33221
21059579;2014;1;3;2015;Ole Hansen ApS;F4520;mne6568
21093386;2013;1;6;2014;WYRWIK STATSAUTORISERET REVISIONSANPARTSSELSKAB;16563579;mne6247
21098833;2012/13;0;0;2014;Dissing Revision Reg.revisor Robert D. Hansen;42395358;mne3888
21125741;2012;1;4;2014;REVISION- OG REGNSKABSKONTORET ApSREGISTREREDE REVISORER;28902867;mne17021
21144177;2014;0;0;2015;ALBJERG STATSAUTORISERET REVISIONSPARTNERSELSKAB;35382879;mne10884
21150304;2012/13;0;0;2014;Valsgård Revision v/Jette Lund;27106595;mne10962
21187186;2013;0;0;2015;TIMEVISION FREDERIKSBERG GODKENDT REVISIONSAKTIESELSKAB;31943582;mne525
21187801;2014;0;0;2015;LandboNord;25049608;mne5698
21210285;2015;1;1;2016;KPMG, Statsautoriseret Revisionspartnerselskab;25578198;mne19796
21210536;2014;0;0;2015;Alliance Rev. v/Reg. rev. B. Bagh;15095253;mne2369
21223743;2014;1;2;2015;TT REVISION, STATSAUTORISERET REVISIONSAKTIESELSKAB;29168504;mne33231
21229849;2013;0;0;2014;Greve Strands Revision v/Reg.revisor Frank Eliasson;52992753;mne2645
21237485;2013;0;0;2014;GLB REVISION, STATSAUTORISEREDE REVISORER A/S;30821963;mne18865
21237671;2012/13;1;2;2014;Trekroner Revision A/S;28991355;mne34455
21254789;2014;0;0;2015;Ernst & Young P/S   ( Inkl. Ernst & Young Grønland);30700228;mne9406
21270075;2013;0;0;2014;BAKER TILLY DENMARK GODKENDT REVISIONSPARTNERSELSKAB;35257691;mne3901
21293741;2013/14;0;0;2014;JØRNER & SCHNEIDER REGISTRERET REVISIONSANPARTSSELSKAB;70605112;mne766
21294772;2013;1;5;2014;Michael Kappelhøj Registreret Revisor;18485907;mne8405
21313386;2014;1;1;2015;MPB Consult v/Mathias Peder Attermann Brinch;30956400;mne369
21355089;2014;1;2;2015;TT REVISION, STATSAUTORISERET REVISIONSAKTIESELSKAB;29168504;mne33231
21356441;2014;0;0;2015;Revisorgården Holbæk;19720705;mne17408
21382809;2013/14;0;0;2015;PIASTER REVISORERNE, STATSAUTORISERET REVISIONSAKTIESELSKAB;25160037;mne29455
21393878;2013/14;0;0;2014;N. J. MUNK-HANSEN ApS;29449163;mne1169
21405280;2015;0;0;2015;GILFELT REVISION REGISTRERET REVISIONSANPARTSSELSKAB;28108303;mne2738
21438537;2011/12;0;0;2014;PEDER HOLT REGISTRERET REVISIONSANPARTSSELSKAB;21872741;mne8348
21441406;2014/15;0;0;2016;Deloitte, Statsautoriseret Revisionspartnerselskab;33963556;mne10822
21479675;2012;1;9;2014;Jørgen Larsen Registreret revisor;54471556;mne18049
21487783;2014;1;4;2015;P S Revision v/Svend Aggerholm;28252102;mne90
21494836;2013/14;1;6;2014;REVISORHUSET HOLSTEBRO P/S;32341799;mne11122
21498092;2014;1;2;2015;KOVSTED & SKOVGÅRD, REVISION & RÅDGIVNING, STATSAUTORISERET REVISIONSAKTIESELSKAB;31262089;mne33710
21527831;2014/15;1;1;2016;Deloitte, Statsautoriseret Revisionspartnerselskab;33963556;mne10843
21537691;2014;0;0;2015;HALLERUP OG CO.;16509388;mne7176
21558281;2013;0;0;2014;MOORE STEPHENS DANMARK. STATSAUTORISERET REVISIONSAKTIESELSKAB;13864578;mne30153
21564842;2014;0;0;2015;Redmark Statsautoriseret Revisionspartnerselskab  ;29442789;mne10771
21567140;2014;0;0;2015;Ernst & Young P/S   ( Inkl. Ernst & Young Grønland);30700228;mne33683
21567930;2014;0;0;2015;BDO Statsautoriseret Revisionsaktieselskab ;20222670;mne19811
21574295;2013;0;0;2014;Revisionskontoret Iversen/ Hedegaard;10019699;mne545
21582832;2013;0;0;2014;JWS REVISION GODKENDT REVISIONSAKTIESELSKAB;27015476;mne2103
21588148;2013;1;2;2014;danrevi Assens v/registreret revisor Per Johansen;17632841;mne2959
21604372;2014;0;0;2015;LERFELDT REVISION REGISTRERET REVISIONSANPARTSSELSKAB;20142146;mne11479
34350809;2013;0;0;2014;Vedbæk Revision v/Lillian Hauermann Lindgreen;14262172;mne6735
21624845;2013;0;0;2014;REVISION & DATA A/S REGISTREREDE REVISORER;12475780;mne1130
21626597;2013;0;0;2014;FUNDER & OSTENFELD REVISION GODKENDT REVISIONSANPARTSSELSKAB;29628777;mne320
21627747;2014;0;0;2015;Ernst & Young P/S   ( Inkl. Ernst & Young Grønland);30700228;mne9303
21630284;2012/13;1;2;2014;NOE & KIRKEGAARD, REGISTREREDE REVISORER A/S;15050586;mne7190
21630330;2014;0;0;2015;PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab ;33771231;mne10086
21646989;2013/14;0;0;2015;E-REVISOR.COM GODKENDT REVISIONSPARTNERSELSKAB;36412143;mne32904
21684635;2014;0;0;2015;Ernst & Young P/S   ( Inkl. Ernst & Young Grønland);30700228;mne21337
21691674;2013;0;0;2014;ABM-Revision registreret revisionsvirksomhed v/Birgit Munksgaard;29234590;mne6297
21742473;2013;0;0;2014;REVISION 2 A/S;16968137;mne5510
21750697;2013;0;0;2014;BAKER TILLY DENMARK GODKENDT REVISIONSPARTNERSELSKAB;35257691;mne32779
21753009;2014/15;0;0;2015;GILFELT REVISION REGISTRERET REVISIONSANPARTSSELSKAB;28108303;mne2738
21771686;2014;0;0;2015;LIDEGAARD REVISION & RÅDGIVNING REGISTRERET REVISIONSANPARTSSELSKAB;27096174;mne10887
21774685;2014;0;0;2014;FUNDER & OSTENFELD REVISION GODKENDT REVISIONSANPARTSSELSKAB;29628777;mne10155
21782033;2013;0;0;2014;REVISIONSCENTRET AABENRAA GODKENDTREVISIONSAKTIESELSKAB;29695636;mne17509
21791970;2013;0;0;2014;bp-revision v/Bent Pedersen;15735376;mne10769
21792802;2013;0;0;2014;BAKER TILLY DENMARK GODKENDT REVISIONSPARTNERSELSKAB;35257691;mne5518
21799041;2014;0;0;2015;JAN KRISTENSEN, REGISTRERET REVISIONSANPARTSSELSKAB;35383646;mne33715
21799386;2014;0;0;2015;WIND REVISION REGISTRERET REVISIONSANPARTSSELSKAB;34804699;mne7485
21802247;2014;0;0;2015;ERC REVISION REGISTRERET REVISIONSANPARTSSELSKAB;34205078;mne16306
21803170;2013;0;0;2014;BDO Statsautoriseret Revisionsaktieselskab (2012);20222670;mne9296
21805998;2015;0;0;2016;Revision & Råd Statsautoriseret Revisionsaktieselskab;36923318;mne9638
21807605;2013/14;1;1;2015;Redmark Statsautoriseret Revisionspartnerselskab  ;29442789;mne32781
21811777;2012/13;0;0;2014;ABEL & JØRGENSEN REGISTRERET REVISIONSANPARTSSELSKAB;14343849;mne7080
21827800;2013;0;0;2014;REVIDATA. REGISTREREDE REVISORER A/S;37029815;mne3249
21839140;2013;0;0;2014;Centrum Revision V/KURT HÅKONSSON;17037307;mne2575
21843784;2013;1;4;2014;Axel Gram I/S;16645699;mne859
21848190;2013/14;0;0;2014;Dupont;26563976;mne2627
21848476;2013;0;0;2014;ADDERE REVISION STATSAUTORISERET REVISIONSPARTNERSELSKAB;34589992;mne26911
21941034;2013;1;4;2014;MOGENS DREJER;79327611;mne2622
22239015;2015;0;0;2016;Deloitte, Statsautoriseret Revisionspartnerselskab;33963556;mne34148
22460218;2015;0;0;2016;Deloitte, Statsautoriseret Revisionspartnerselskab;33963556;mne33716
23128918;2013;0;0;2014;DANSK REVISION KALUNDBORG, GODKENDT REVISIONSAKTIESELSKAB;65766116;mne8729
23632217;2013;0;0;2014;DANREVI SØNDERSØ, GODKENDT REVISIONSAKTIESELSKAB;21576603;mne12503
24209377;2013;0;0;2015;PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab ;33771231;mne33722
24209636;2013;1;1;2014;TØNDER REVISION, REGISTRERET REVISIONSAKTIESELSKAB;29142807;mne8329
24210022;2014;0;0;2015;Krøyer Pedersen Statsautoriserede Revisorer I/S;89224918;mne9738
24210766;2012/13;0;0;2014;EGTVED REVISIONSKONTOR A/S;27910165;mne2506
24211088;2012/13;1;2;2014;POUL REXEN THOMSEN ApS;81127115;mne9432
24211584;2014;0;0;2015;MAZARS DENMARK STATSAUTORISERET REVISIONSPARTNERSELSKAB;31061741;mne30257
24214087;2014;0;0;2015;Ernst & Young P/S   ( Inkl. Ernst & Young Grønland);30700228;mne11477
24218104;2012/13;1;1;2014;AKTIV REVISION SILKEBORG REGISTRERET REVISIONSANPARTSSELSKAB;14788107;mne7504
24219798;2014;0;0;2015;R-vision stataut revisorer Thomas Møllgaard;25107020;mne10123
24220966;2014;1;7;2015;BDO Statsautoriseret Revisionsaktieselskab ;20222670;mne32750
24221075;2011/12;0;0;2014;HOLE REVISION REGISTRERET REVISIONSANPARTSSELSKAB;30709470;mne12390
24224015;2014;0;0;2015;TT REVISION, STATSAUTORISERET REVISIONSAKTIESELSKAB;29168504;mne14773
24238415;2014;0;0;2015;Døssing & Partnere Revisionsinteressentskab;54879911;mne10077
24255689;2013;0;0;2014;BEIERHOLM, STATSAUTORISERET REVISIONSPARTNERSELSKAB;32895468;mne21381
24256081;2014;0;0;2015;Ernst & Young P/S   ( Inkl. Ernst & Young Grønland);30700228;mne10631
24256782;2015;0;0;2016;Deloitte, Statsautoriseret Revisionspartnerselskab;33963556;mne19735
24256790;2014;0;0;2015;PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab ;33771231;mne9353
24257207;2014;0;0;2015;JAN KRISTENSEN, REGISTRERET REVISIONSANPARTSSELSKAB;35383646;mne8461
24257231;2013/14;0;0;2015;EDELBO STATSAUTORISERET REVISIONSPARTNERSELSKAB;35486178;mne34290
24257703;2013;0;0;2014;GRANT THORNTON,STATSAUTORISERET REVISIONSPARTNERSELSKAB;34209936;mne32794
24257797;2014;0;0;2015;PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab ;33771231;mne23328
24233693;2012/13;0;0;2014;FYNBO REVISION. REGISTRERET REVISIONSANPARTSSELSKAB;19706974;mne12199
24932818;2015;0;0;2016;Deloitte, Statsautoriseret Revisionspartnerselskab;33963556;mne30131
25729137;2013/14;0;0;2015;Skoda & Partnere;15806206;mne15682
24984605;2014/15;0;0;2015;Peter Kristensen;71698319;mne7377
24984648;2014/15;0;0;2015;Peter Kristensen;71698319;mne7377
24993582;2013/14;0;0;2015;Andersen, Revision & Rådgivning;31538386;mne318
25018451;2013;1;3;2014;MOORE STEPHENS DANMARK. STATSAUTORISERET REVISIONSAKTIESELSKAB;13864578;mne30153
25022386;2013;1;7;2014;RÅDGIVNINGSGRUPPEN REGISTRERET REVISIONSANPARTSSELSKAB;29316996;mne15578
25022386;2014;1;7;2015;Sønderup I/S, statsautoriserede revisorer;31824559;mne10489
25053664;2015;1;1;2016;Deloitte, Statsautoriseret Revisionspartnerselskab;33963556;mne19699
25057309;2013;1;1;2014;Bendt Stendahl;86046717;mne1480
25075056;2013;1;5;2014;NIELS HOUGAARD SKIPPER;11209483;mne3462
25086589;2014;0;0;2015;PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab ;33771231;mne23324
